reaction_id	gpr	supported_all_expression_contexts	missing_context_count	reason
HMR_2296	6319_AT1 or 79966_AT1	True	0	complete measured GPR alternative
HMR_2332	60481_AT1 or 64834_AT1 or 6785_AT1 or 83401_AT1 or 79993_AT1 or 79071_AT1 or 54898_AT1	True	0	complete measured GPR alternative
HMR_2336	51495_AT1 or 192286_AT1 or 9200_AT1 or 401494_AT1 or 201562_AT1	True	0	complete measured GPR alternative
HMR_2270	9524_AT1	True	0	complete measured GPR alternative
HMR_2282	6319_AT1 or 79966_AT1	True	0	complete measured GPR alternative
HMR_2342	60481_AT1 or 64834_AT1 or 6785_AT1 or 83401_AT1 or 79993_AT1 or 79071_AT1 or 54898_AT1	True	0	complete measured GPR alternative
HMR_2284	6319_AT1 or 79966_AT1	True	0	complete measured GPR alternative
HMR_2343	51144_AT1	True	0	complete measured GPR alternative
HMR_0803	2717_AT1	True	0	complete measured GPR alternative
HMR_2344	51495_AT1 or 192286_AT1 or 9200_AT1 or 401494_AT1 or 201562_AT1	True	0	complete measured GPR alternative
HMR_2347	60481_AT1 or 64834_AT1 or 6785_AT1 or 83401_AT1 or 79993_AT1 or 79071_AT1 or 54898_AT1	True	0	complete measured GPR alternative
DESAT16	6319_AT1 or 79966_AT1	True	0	complete measured GPR alternative
HMR_2287	6319_AT1 or 79966_AT1	True	0	complete measured GPR alternative
HMR_2348	51144_AT1	True	0	complete measured GPR alternative
HMR_0805	8706_AT1	True	0	complete measured GPR alternative
HMR_2350	9524_AT1 or 253017_AT1	True	0	complete measured GPR alternative
HMR_2353	60481_AT1 or 64834_AT1 or 6785_AT1 or 83401_AT1 or 79993_AT1 or 79071_AT1 or 54898_AT1	True	0	complete measured GPR alternative
HMR_2533	51144_AT1	True	0	complete measured GPR alternative
HMR_2541	51144_AT1	True	0	complete measured GPR alternative
HMR_2354	51144_AT1	True	0	complete measured GPR alternative
HMR_2359	9415_AT1 or 3992_AT1 or 3995_AT1	True	0	complete measured GPR alternative
HMR_2361	60481_AT1 or 64834_AT1 or 6785_AT1 or 83401_AT1 or 79993_AT1 or 79071_AT1 or 54898_AT1	True	0	complete measured GPR alternative
HMR_2364	9524_AT1 or 253017_AT1	True	0	complete measured GPR alternative
HMR_2542	51495_AT1 or 192286_AT1 or 9200_AT1 or 401494_AT1 or 201562_AT1	True	0	complete measured GPR alternative
HMR_2581	5743_AT1 or 5742_AT1 or 1155_AT1	True	0	complete measured GPR alternative
HMR_2603	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2604	1384_AT1 or 1376_AT1	True	0	complete measured GPR alternative
HMR_2609	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2365	9415_AT1 or 3992_AT1 or 3995_AT1	True	0	complete measured GPR alternative
HMR_2368	9415_AT1 or 3992_AT1 or 3995_AT1	True	0	complete measured GPR alternative
HMR_2380	9415_AT1 or 3992_AT1 or 3995_AT1	True	0	complete measured GPR alternative
CARN140t_m	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2620	1374_AT1 or 126129_AT1 or 1375_AT1	True	0	complete measured GPR alternative
HMR_2621	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_0806	8706_AT1	True	0	complete measured GPR alternative
HMR_2395	60481_AT1 or 64834_AT1 or 6785_AT1 or 83401_AT1 or 79993_AT1 or 79071_AT1 or 54898_AT1	True	0	complete measured GPR alternative
HMR_0807	3074_AT1 or 284004_AT1 or 3073_AT1	True	0	complete measured GPR alternative
HMR_2435	51495_AT1 or 192286_AT1 or 9200_AT1 or 401494_AT1 or 201562_AT1	True	0	complete measured GPR alternative
HMR_2457	64816_AT1 or 1565_AT1 or 1577_AT1 or 1562_AT1 or 1571_AT1 or 1573_AT1 or 1588_AT1 or 1545_AT1 or 1559_AT1 or 1558_AT1 or 1543_AT1 or 1544_AT1 or 1580_AT1 or 113612_AT1 or 1576_AT1 or 1551_AT1 or 1557_AT1 or 29785_AT1 or 57834_AT1 or 199974_AT1 or 66002_AT1 or 260293_AT1 or 11283_AT1 or 1555_AT1 or 1572_AT1 or 1553_AT1 or 1549_AT1 or 1548_AT1	True	0	complete measured GPR alternative
HMR_2624	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2633	1374_AT1 or 126129_AT1 or 1375_AT1	True	0	complete measured GPR alternative
HMR_2737	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2634	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2648	1374_AT1 or 126129_AT1 or 1375_AT1	True	0	complete measured GPR alternative
HMR_2649	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2652	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2673	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2676	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2677	1384_AT1 or 1376_AT1	True	0	complete measured GPR alternative
HMR_2681	1374_AT1 or 126129_AT1 or 1375_AT1	True	0	complete measured GPR alternative
HMR_2682	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2683	1384_AT1 or 1376_AT1	True	0	complete measured GPR alternative
HMR_2687	1374_AT1 or 126129_AT1 or 1375_AT1	True	0	complete measured GPR alternative
HMR_2692	1384_AT1 or 1376_AT1	True	0	complete measured GPR alternative
HMR_2700	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2704	1384_AT1 or 1376_AT1	True	0	complete measured GPR alternative
HMR_2705	1374_AT1 or 126129_AT1 or 1375_AT1	True	0	complete measured GPR alternative
HMR_2657	1374_AT1 or 126129_AT1 or 1375_AT1	True	0	complete measured GPR alternative
VACCCPT1	1374_AT1 or 126129_AT1 or 1375_AT1	True	0	complete measured GPR alternative
HMR_2706	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2666	1374_AT1 or 126129_AT1 or 1375_AT1	True	0	complete measured GPR alternative
CARN1829Z12Zt_m	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2668	1384_AT1 or 1376_AT1	True	0	complete measured GPR alternative
HMR_2735	1384_AT1 or 1376_AT1	True	0	complete measured GPR alternative
HMR_2710	1384_AT1 or 1376_AT1	True	0	complete measured GPR alternative
HMR_2711	1374_AT1 or 126129_AT1 or 1375_AT1	True	0	complete measured GPR alternative
HMR_2722	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2731	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2951	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2734	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
CARN1836Z9Z12Zt_m	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2954	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2961	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2963	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2965	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2967	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2970	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2972	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2973	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2974	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2988	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2753	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2975	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2978	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2757	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2983	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2985	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2760	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_2994	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2999	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_2764	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
HMR_3021	215_AT1	True	0	complete measured GPR alternative
HMR_3023	215_AT1	True	0	complete measured GPR alternative
HMR_3114	3030_AT1 or 3032_AT1 or 10449_AT1	True	0	complete measured GPR alternative
HMR_2768	1374_AT1 or 126129_AT1 or 1375_AT1	True	0	complete measured GPR alternative
HMR_3057	8310_AT1 or 51_AT1	True	0	complete measured GPR alternative
HMR_3059	1962_AT1 or 3295_AT1	True	0	complete measured GPR alternative
HMR_3115	37_AT1 or 33_AT1 or 34_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3062	8310_AT1 or 51_AT1	True	0	complete measured GPR alternative
HMR_3116	3030_AT1 or 1892_AT1	True	0	complete measured GPR alternative
HMR_2769	114571_AT1 or 6580_AT1 or 788_AT1 or 123096_AT1 or 6583_AT1	True	0	complete measured GPR alternative
KAT180_m	3030_AT1 or 3032_AT1 or 10449_AT1	True	0	complete measured GPR alternative
HMR_3063	1962_AT1	True	0	complete measured GPR alternative
HMR_3067	1962_AT1	True	0	complete measured GPR alternative
HMR_2770	1384_AT1 or 1376_AT1	True	0	complete measured GPR alternative
HMR_3070	8310_AT1 or 51_AT1	True	0	complete measured GPR alternative
HMR_3071	1962_AT1	True	0	complete measured GPR alternative
HMR_3072	1962_AT1 or 3295_AT1	True	0	complete measured GPR alternative
HMR_3128	37_AT1 or 33_AT1 or 34_AT1 or 28976_AT1	True	0	complete measured GPR alternative
ACOADH100_m	34_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3170	37_AT1 or 33_AT1 or 34_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3172	3028_AT1 or 3030_AT1 or 3033_AT1	True	0	complete measured GPR alternative
HMR_3073	30_AT1 or 4645_AT1	True	0	complete measured GPR alternative
HMR_3075	1962_AT1	True	0	complete measured GPR alternative
HMR_3174	37_AT1 or 33_AT1 or 34_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_2771	1374_AT1 or 126129_AT1 or 1375_AT1	True	0	complete measured GPR alternative
HMR_3176	3028_AT1 or 3030_AT1 or 3033_AT1	True	0	complete measured GPR alternative
HMR_3184	3028_AT1 or 3030_AT1 or 3033_AT1	True	0	complete measured GPR alternative
HMR_3096	1962_AT1 or 3295_AT1	True	0	complete measured GPR alternative
HMR_3097	30_AT1 or 4645_AT1	True	0	complete measured GPR alternative
HMR_3099	1962_AT1	True	0	complete measured GPR alternative
HMR_3185	3030_AT1 or 3032_AT1 or 10449_AT1	True	0	complete measured GPR alternative
HMR_3189	3030_AT1 or 3032_AT1 or 10449_AT1	True	0	complete measured GPR alternative
HMR_3190	34_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3191	3030_AT1 or 1892_AT1	True	0	complete measured GPR alternative
HMR_3192	3028_AT1 or 3030_AT1 or 3033_AT1	True	0	complete measured GPR alternative
HMR_3193	3030_AT1 or 3032_AT1 or 10449_AT1	True	0	complete measured GPR alternative
HMR_3195	3030_AT1 or 1892_AT1	True	0	complete measured GPR alternative
HMR_3101	30_AT1 or 4645_AT1	True	0	complete measured GPR alternative
HMR_3102	8310_AT1 or 51_AT1	True	0	complete measured GPR alternative
HMR_3111	37_AT1 or 33_AT1 or 34_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3200	3028_AT1 or 3030_AT1 or 3033_AT1	True	0	complete measured GPR alternative
HMR_3203	3030_AT1 or 1892_AT1	True	0	complete measured GPR alternative
HMR_2773	1384_AT1 or 1376_AT1	True	0	complete measured GPR alternative
HMR_3204	3028_AT1 or 3030_AT1 or 3033_AT1	True	0	complete measured GPR alternative
HMR_3205	3030_AT1 or 3032_AT1 or 10449_AT1	True	0	complete measured GPR alternative
HMR_3218	37_AT1 or 33_AT1 or 34_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3225	3030_AT1 or 3032_AT1 or 10449_AT1	True	0	complete measured GPR alternative
HMR_3220	3028_AT1 or 3030_AT1 or 3033_AT1	True	0	complete measured GPR alternative
HMR_3221	3030_AT1 or 3032_AT1 or 10449_AT1	True	0	complete measured GPR alternative
HMR_3229	3030_AT1 or 3032_AT1 or 10449_AT1	True	0	complete measured GPR alternative
HMR_3234	37_AT1 or 33_AT1 or 34_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3222	37_AT1 or 33_AT1 or 34_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_2776	1384_AT1 or 1376_AT1	True	0	complete measured GPR alternative
HMR_3240	37_AT1 or 33_AT1 or 34_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3241	3030_AT1 or 1892_AT1	True	0	complete measured GPR alternative
HMR_2819	1384_AT1	True	0	complete measured GPR alternative
HMR_3243	3030_AT1 or 3032_AT1 or 10449_AT1	True	0	complete measured GPR alternative
HMR_3244	37_AT1 or 33_AT1 or 34_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_2827	1384_AT1	True	0	complete measured GPR alternative
HMR_3247	3030_AT1 or 3032_AT1 or 10449_AT1	True	0	complete measured GPR alternative
HMR_3321	8310_AT1 or 51_AT1	True	0	complete measured GPR alternative
HMR_3328	1962_AT1 or 3295_AT1	True	0	complete measured GPR alternative
HMR_3332	1962_AT1 or 3295_AT1	True	0	complete measured GPR alternative
HMR_3333	30_AT1 or 4645_AT1	True	0	complete measured GPR alternative
HMR_3408	30_AT1 or 3028_AT1 or 37_AT1 or 3030_AT1 or 33_AT1 or 34_AT1 or 1892_AT1 or 3032_AT1 or 3033_AT1 or 10449_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3409	30_AT1 or 3028_AT1 or 37_AT1 or 3030_AT1 or 33_AT1 or 34_AT1 or 1892_AT1 or 3032_AT1 or 3033_AT1 or 10449_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3413	30_AT1 or 3028_AT1 or 37_AT1 or 3030_AT1 or 33_AT1 or 34_AT1 or 1892_AT1 or 3032_AT1 or 3033_AT1 or 10449_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3335	1962_AT1	True	0	complete measured GPR alternative
HMR_3336	1962_AT1 or 3295_AT1	True	0	complete measured GPR alternative
HMR_3414	30_AT1 or 3028_AT1 or 37_AT1 or 3030_AT1 or 33_AT1 or 34_AT1 or 1892_AT1 or 3032_AT1 or 3033_AT1 or 10449_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3338	8310_AT1 or 51_AT1	True	0	complete measured GPR alternative
HMR_3416	30_AT1 or 3028_AT1 or 37_AT1 or 3030_AT1 or 33_AT1 or 34_AT1 or 1892_AT1 or 3032_AT1 or 3033_AT1 or 10449_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3339	1962_AT1	True	0	complete measured GPR alternative
HMR_3421	30_AT1 or 3028_AT1 or 37_AT1 or 3030_AT1 or 33_AT1 or 34_AT1 or 1892_AT1 or 3032_AT1 or 3033_AT1 or 10449_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_2851	6584_AT1	True	0	complete measured GPR alternative
HMR_3425	30_AT1 or 3028_AT1 or 37_AT1 or 3030_AT1 or 33_AT1 or 34_AT1 or 1892_AT1 or 3032_AT1 or 3033_AT1 or 10449_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3426	30_AT1 or 3028_AT1 or 37_AT1 or 3030_AT1 or 33_AT1 or 34_AT1 or 1892_AT1 or 3032_AT1 or 3033_AT1 or 10449_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3340	1962_AT1 or 3295_AT1	True	0	complete measured GPR alternative
HMR_3342	8310_AT1 or 51_AT1	True	0	complete measured GPR alternative
HMR_3343	1962_AT1	True	0	complete measured GPR alternative
HMR_3345	30_AT1 or 4645_AT1	True	0	complete measured GPR alternative
HMR_3427	30_AT1 or 3028_AT1 or 37_AT1 or 3030_AT1 or 33_AT1 or 34_AT1 or 1892_AT1 or 3032_AT1 or 3033_AT1 or 10449_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3428	30_AT1 or 3028_AT1 or 37_AT1 or 3030_AT1 or 33_AT1 or 34_AT1 or 1892_AT1 or 3032_AT1 or 3033_AT1 or 10449_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3346	8310_AT1 or 51_AT1	True	0	complete measured GPR alternative
HMR_3347	1962_AT1	True	0	complete measured GPR alternative
HMR_3349	30_AT1 or 4645_AT1	True	0	complete measured GPR alternative
HMR_3351	1962_AT1	True	0	complete measured GPR alternative
HMR_3353	30_AT1 or 4645_AT1	True	0	complete measured GPR alternative
HMR_3431	30_AT1 or 3028_AT1 or 37_AT1 or 3030_AT1 or 33_AT1 or 34_AT1 or 1892_AT1 or 3032_AT1 or 3033_AT1 or 10449_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3432	30_AT1 or 3028_AT1 or 37_AT1 or 3030_AT1 or 33_AT1 or 34_AT1 or 1892_AT1 or 3032_AT1 or 3033_AT1 or 10449_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3433	30_AT1 or 3028_AT1 or 37_AT1 or 3030_AT1 or 33_AT1 or 34_AT1 or 1892_AT1 or 3032_AT1 or 3033_AT1 or 10449_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3448	37_AT1 or 33_AT1 or 34_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3449	3030_AT1 or 1892_AT1	True	0	complete measured GPR alternative
HMR_3450	3028_AT1 or 3030_AT1 or 3033_AT1	True	0	complete measured GPR alternative
HMR_3398	30_AT1 or 3028_AT1 or 37_AT1 or 3030_AT1 or 33_AT1 or 34_AT1 or 1892_AT1 or 3032_AT1 or 3033_AT1 or 10449_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3407	30_AT1 or 3028_AT1 or 37_AT1 or 3030_AT1 or 33_AT1 or 34_AT1 or 1892_AT1 or 3032_AT1 or 3033_AT1 or 10449_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3505	30_AT1 or 4645_AT1	True	0	complete measured GPR alternative
HMR_3453	3030_AT1 or 1892_AT1	True	0	complete measured GPR alternative
HMR_2859	1384_AT1	True	0	complete measured GPR alternative
HMR_3456	37_AT1 or 33_AT1 or 34_AT1 or 28976_AT1	True	0	complete measured GPR alternative
HMR_3457	1666_AT1 or 26063_AT1	True	0	complete measured GPR alternative
HMR_3475	10005_AT1	True	0	complete measured GPR alternative
HMR_3625	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3626	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3630	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3636	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_2861	6584_AT1	True	0	complete measured GPR alternative
HMR_3637	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3639	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3695	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3696	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3703	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3708	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3709	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3710	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3712	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3713	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3714	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3640	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_2865	6584_AT1	True	0	complete measured GPR alternative
HMR_3644	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3647	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3715	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3716	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3719	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3650	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3722	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3656	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_2884	6584_AT1	True	0	complete measured GPR alternative
HMR_3657	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3658	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3723	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3725	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3727	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3662	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3728	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_2886	1384_AT1	True	0	complete measured GPR alternative
HMR_3734	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3736	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3664	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3665	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3666	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3667	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3739	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
ASPT	2271_AT1	True	0	complete measured GPR alternative
HMR_3855	231_AT1 or 57016_AT1	True	0	complete measured GPR alternative
HMR_3915	3176_AT1	True	0	complete measured GPR alternative
HMR_3966	3704_AT1	True	0	complete measured GPR alternative
HMR_3670	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3675	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3681	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3682	6646_AT1 or 8435_AT1	True	0	complete measured GPR alternative
HMR_3685	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3686	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_4079	224_AT1 or 217_AT1 or 219_AT1 or 223_AT1 or 501_AT1	True	0	complete measured GPR alternative
HMR_4124	80146_AT1	True	0	complete measured GPR alternative
NADPPPS	55_AT1 or 54_AT1 or 93650_AT1 or 52_AT1 or 92370_AT1 or 51205_AT1 or 390928_AT1	True	0	complete measured GPR alternative
UPPRT	139596_AT1	False	59	no complete measured alternative in every retained context
HMR_3688	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_3694	3988_AT1 or 1056_AT1	True	0	complete measured GPR alternative
HMR_2888	6584_AT1	True	0	complete measured GPR alternative
XYLR	231_AT1 or 57016_AT1	True	0	complete measured GPR alternative
HMGCOARx	3156_AT1	True	0	complete measured GPR alternative
HMR_6633	8630_AT1 or 5959_AT1 or 137872_AT1 or 195814_AT1 or 130_AT1 or 124_AT1 or 131_AT1 or 125_AT1 or 128_AT1 or 127_AT1 or 126_AT1	True	0	complete measured GPR alternative
HMR_2942	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
TYROX	259307_AT1	False	59	no complete measured alternative in every retained context
CHOLD	55349_AT1	False	59	no complete measured alternative in every retained context
HMR_4700	55066_AT1 or 29958_AT1	True	0	complete measured GPR alternative
HMR_4701	1757_AT1 or 29958_AT1	True	0	complete measured GPR alternative
4HALDD	221_AT1 or 218_AT1 or 222_AT1 or 220_AT1	True	0	complete measured GPR alternative
HMR_6850	27284_AT1 or 6819_AT1 or 6818_AT1	True	0	complete measured GPR alternative
HMR_2943	2182_AT1 or 23205_AT1 or 2181_AT1 or 81616_AT1 or 11001_AT1 or 2180_AT1 or 23305_AT1 or 51703_AT1	True	0	complete measured GPR alternative
HMR_6854	1734_AT1 or 1733_AT1	True	0	complete measured GPR alternative
HMR_6907	51004_AT1	True	0	complete measured GPR alternative
HMR_6908	84274_AT1	False	59	no complete measured alternative in every retained context
HMR_6909	10229_AT1	True	0	complete measured GPR alternative
HMR_4756	10058_AT1	True	0	complete measured GPR alternative
HMR_4790	8041_AT1	False	59	no complete measured alternative in every retained context
SUCCt4_3	64849_AT1	True	0	complete measured GPR alternative
